,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,difficulty_level
102208,10,tcp,smtp,SF,648,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,109,115,0.59,0.06,0.01,0.02,0.0,0.0,0.0,0.0,normal,21
102209,0,tcp,http,SF,323,4580,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,normal,21
102211,0,tcp,http,SF,302,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,normal,21
102214,0,tcp,http,SF,219,4970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,8,255,1.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,normal,21
102216,0,icmp,urp_i,SF,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0.0,0.0,0.0,0.0,0.1,0.07,0.0,255,19,0.07,0.01,0.07,0.0,0.0,0.0,0.0,0.0,normal,18
102219,0,tcp,http,SF,240,345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,109,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21
102221,0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,3,0.27,0.27,0.09,0.0,0.0,0.0,0.0,0.0,normal,18
102224,0,tcp,http,SF,353,3599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102225,25,tcp,auth,SF,10,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,9,0.06,0.06,0.01,0.22,0.0,0.0,0.0,0.0,normal,21
102228,0,tcp,http,SF,294,13951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.04,0.0,0.0,0.0,0.0,normal,21
102232,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,90,0.97,0.05,0.97,0.31,0.0,0.0,0.0,0.0,normal,17
102234,0,tcp,http,SF,243,9284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102236,0,tcp,http,SF,271,237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,normal,21
102237,0,tcp,http,SF,289,10736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,24,0.09,0.08,0.0,0.0,1.0,0.0,0.21,160,255,1.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,normal,21
102238,0,udp,domain_u,SF,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,119,0.0,0.0,0.0,0.0,0.99,0.02,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
102241,0,tcp,http,SF,207,955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102243,0,udp,domain_u,SF,44,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,159,0.0,0.0,0.0,0.0,0.99,0.03,0.01,255,241,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,19
102244,0,udp,domain_u,SF,45,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,145,0.0,0.0,0.0,0.0,1.0,0.0,0.01,243,123,0.51,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal,20
102245,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,26,26,1.0,0.0,0.08,0.0,0.04,0.04,0.15,0.15,normal,17
102246,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,2,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,normal,21
102247,0,tcp,http,SF,269,35215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102250,62,tcp,ftp,SF,231,766,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82,19,0.23,0.06,0.01,0.0,0.02,0.11,0.0,0.0,normal,16
102251,0,tcp,pop_3,SF,38,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,147,6,0.03,0.06,0.01,0.33,0.01,0.0,0.01,0.0,normal,20
102252,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,42,44,1.0,0.0,0.02,0.05,0.0,0.0,1.0,1.0,normal,21
102253,0,udp,domain_u,SF,43,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,154,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,20
102255,0,tcp,http,SF,225,4204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,147,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21
102256,0,tcp,ftp_data,SF,1854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,64,0.25,0.05,0.25,0.0,0.26,0.0,0.02,0.0,normal,18
102259,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.06,0.0,0.0,1.0,0.84,normal,21
102260,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,229,1.0,0.0,1.0,0.07,0.0,0.0,1.0,0.55,normal,21
102261,0,tcp,ftp_data,SF,1339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,56,0.2,0.17,0.2,0.04,0.0,0.0,0.0,0.0,normal,21
102267,0,tcp,http,SF,306,12810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.05,0.0,0.0,0.0,0.0,normal,21
102271,25,tcp,ftp,SF,345,1063,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202,36,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102275,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,26,255,1.0,0.0,0.04,0.18,0.0,0.0,0.96,1.0,normal,21
102276,0,tcp,smtp,SF,1192,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.2,0.6,0.67,255,36,0.14,0.48,0.0,0.0,0.0,0.0,0.0,0.0,normal,20
102277,0,udp,domain_u,SF,46,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,117,0.0,0.0,0.0,0.0,0.99,0.02,0.03,255,241,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,19
102279,0,tcp,http,SF,248,630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,201,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,normal,21
102280,0,udp,domain_u,SF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,110,84,0.32,0.04,0.32,0.04,0.0,0.0,0.0,0.0,normal,21
102285,0,tcp,http,SF,307,812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,26,0.0,0.0,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102286,0,tcp,http,SF,230,8487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102287,0,tcp,http,SF,265,1701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,normal,21
102288,0,tcp,http,SF,229,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.02,0.02,normal,21
102289,0,tcp,http,SF,245,7273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102290,0,tcp,http,SF,328,532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119,255,1.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,normal,21
102291,0,tcp,http,SF,225,3958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102292,0,udp,domain_u,SF,42,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,159,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,19
102297,0,tcp,http,SF,237,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102299,0,tcp,http,SF,215,20502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,74,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
102300,0,udp,domain_u,SF,45,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,175,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
102302,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,30,36,1.0,0.0,0.03,0.11,0.0,0.0,1.0,1.0,normal,21
102304,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,27,11,0.41,0.19,0.04,0.0,0.04,0.0,0.41,1.0,normal,18
102305,0,tcp,http,SF,230,1422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,24,0.0,0.0,0.0,0.0,1.0,0.0,0.12,21,255,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,normal,21
102306,0,tcp,http,SF,330,277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,229,0.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102307,33,tcp,smtp,SF,1613,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,169,192,0.76,0.02,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
102309,0,tcp,http,S1,251,2920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0.4,0.33,0.0,0.0,1.0,0.0,0.44,23,255,1.0,0.0,0.04,0.02,0.09,0.01,0.0,0.01,normal,19
102310,0,tcp,http,SF,220,1241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,255,1.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,normal,21
102311,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,252,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,20
102312,0,udp,domain_u,SF,56,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102314,13520,udp,other,SF,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.62,0.9,0.0,0.0,0.0,0.0,0.0,normal,21
102316,0,tcp,http,SF,361,291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,normal,21
102318,0,tcp,http,SF,244,1610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
102320,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,218,1.0,0.0,0.33,0.16,0.0,0.0,1.0,0.98,normal,21
102321,0,tcp,http,SF,207,649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,57,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,normal,21
102322,0,tcp,http,SF,222,7346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,173,1.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,normal,21
102324,0,tcp,http,SF,212,9986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.05,0.05,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102327,0,tcp,http,SF,308,1850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,255,1.0,0.0,0.02,0.05,0.0,0.01,0.0,0.0,normal,21
102328,1,tcp,smtp,SF,1396,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127,245,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
102330,0,udp,domain_u,SF,45,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,187,0.73,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
102331,0,tcp,http,SF,235,2979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,normal,21
102333,0,udp,domain_u,SF,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,218,0.0,0.0,0.0,0.0,1.0,0.0,0.01,61,200,0.75,0.03,0.75,0.01,0.0,0.0,0.18,0.0,normal,19
102335,0,tcp,http,SF,193,10997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.06,0.0,0.0,0.0,0.0,normal,21
102336,12005,tcp,telnet,S3,2750,19613,0,0,0,0,0,1,6,0,0,0,12,0,1,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,114,22,0.19,0.04,0.01,0.0,0.01,0.05,0.02,0.09,normal,15
102338,2594,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.87,0.98,0.0,0.0,0.0,0.0,0.0,normal,21
102340,0,udp,domain_u,SF,42,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205,142,0.69,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102341,0,tcp,http,SF,253,395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,25,0.0,0.0,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102342,0,tcp,ftp_data,SF,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148,57,0.26,0.05,0.21,0.04,0.0,0.0,0.01,0.0,normal,20
102343,0,udp,domain_u,SF,43,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,275,0.0,0.0,0.0,0.0,1.0,0.0,0.01,118,200,0.87,0.02,0.87,0.01,0.0,0.0,0.09,0.0,normal,18
102344,0,tcp,http,SF,250,7931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.01,0.01,normal,21
102345,0,tcp,http,SF,378,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102346,0,tcp,http,SF,318,19444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,133,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21
102348,30,tcp,ftp,SF,1455,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,11,0.39,0.07,0.04,0.0,0.0,0.0,0.0,0.0,normal,20
102349,0,udp,domain_u,SF,44,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,178,0.0,0.0,0.0,0.0,0.99,0.01,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
102350,0,tcp,http,SF,236,2248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112,255,1.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,normal,21
102351,0,tcp,http,SF,312,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102352,0,tcp,http,SF,224,1509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,11,0.0,0.0,0.0,0.0,1.0,0.0,0.36,214,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal,21
102355,0,tcp,finger,SF,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,8,0.14,0.43,0.14,0.25,0.0,0.0,0.0,0.0,normal,21
102360,0,tcp,http,SF,298,1292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,normal,21
102362,0,tcp,http,SF,290,60131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,255,1.0,0.0,0.17,0.03,0.0,0.0,0.0,0.0,normal,21
102364,0,icmp,ecr_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,154,154,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,20
102366,0,tcp,http,SF,209,2107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,48,1.0,0.0,0.08,0.06,0.0,0.02,0.0,0.0,normal,21
102367,0,tcp,http,SF,327,2648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102370,0,tcp,http,SF,151,8159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,5,255,1.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0,normal,21
102371,0,tcp,smtp,SF,999,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119,150,0.48,0.04,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
102373,9732,tcp,IRC,RSTR,1850,7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,1.0,0.5,1.0,0.0,43,14,0.33,0.07,0.02,0.0,0.0,0.0,0.33,1.0,normal,19
102374,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,20
102375,0,udp,domain_u,SF,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43,28,0.65,0.05,0.65,0.0,0.0,0.0,0.0,0.0,normal,21
102376,0,tcp,http,SF,228,29868,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102378,0,tcp,http,SF,211,1227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0.0,0.0,1.0,0.0,0.0,35,35,1.0,0.0,0.03,0.0,0.03,0.03,0.91,0.91,normal,18
102380,0,tcp,http,SF,276,39807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.02,0.0,0.0,0.0,0.01,normal,21
102384,0,tcp,http,SF,326,10931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21
102386,3,tcp,ftp_data,SF,0,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84,100,0.45,0.06,0.01,0.03,0.02,0.0,0.0,0.0,normal,20
102389,0,tcp,http,SF,262,351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102390,0,udp,domain_u,SF,45,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,128,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
102391,0,tcp,ftp_data,SF,740,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88,94,0.49,0.06,0.5,0.02,0.0,0.0,0.0,0.0,normal,21
102393,0,tcp,http,SF,222,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,14,0.0,0.0,0.0,0.0,1.0,0.0,0.21,111,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21
102394,0,tcp,http,SF,291,402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.25,0.25,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,normal,18
102395,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,34,115,1.0,0.0,0.03,0.05,0.0,0.0,1.0,0.77,normal,21
102396,0,udp,domain_u,SF,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0.0,0.0,0.0,0.0,1.0,0.01,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
102398,0,tcp,http,SF,214,1112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
102401,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.11,0.0,0.0,1.0,0.69,normal,21
